sample7,Noised,Naive,Regolarized,Regolarized 2nd,TV correction
K1_0.02_0.32,30.85181229121101,14.889464681001513,20.85243101172088,20.852431327746018,32.01216579598507
K1_0.04_0.08,26.94228928832121,8.79461311383954,23.861744337131924,23.861778995934895,34.58611663428438
K2_0.01_0.05,30.748021553864646,8.958127333783747,30.259416170274974,30.259803217069717,33.62338091065803
K2_0.03_0.01,27.857396851643127,-0.6859291333084121,21.21208321306234,22.29040239810313,34.53986190191702
K2_0.04_1,26.310300253539044,-3.1711857749162076,14.794852966493357,14.794852817219631,27.980705921243537
K3_0.01_0.32,30.133979541967378,9.140898524558455,20.69517227272336,20.69517238570449,30.277573789589635
K3_0.03_0.08,27.516916296535708,-0.5942207446323691,26.973009975981775,26.973039478539874,31.905631922940923
K3_0.05_0.05,24.74348079523089,-5.061307022865624,24.226087793454624,24.229404717913184,32.35513716376306
