sample3,Noised,Naive,Regolarized,Regolarized 2nd,TV correction
K1_0.02_0.32,32.08761266625187,14.885440493330847,24.648027576366125,24.64801889417707,34.92978384728592
K1_0.04_0.08,27.407707814431536,8.836317421157254,24.50744124482423,24.50750713195955,38.371079080770215
K2_0.01_0.05,32.7923515979878,8.953647873404773,32.795528870436115,32.79643549973812,37.14044452309687
K2_0.03_0.01,28.76224324468806,-0.6797340896896248,21.328680286537676,22.44824791204217,37.486405255568485
K2_0.04_1,26.93070439279272,-3.1904055994677565,18.71138395765026,18.711383796199037,30.07376654647606
K3_0.01_0.32,32.1184721531965,9.068485946810751,24.446357832194717,24.446339522087612,32.373727947663916
K3_0.03_0.08,28.493433060536546,-0.5674261721689736,28.884549493069308,28.88460393543604,34.234558619813264
K3_0.05_0.05,25.202581303676055,-5.012620888089172,24.71990927966731,24.72369608356265,34.662085346384885
