sample6,Noised,Naive,Regolarized,Regolarized 2nd,TV correction
K1_0.02_0.32,31.21522606446372,14.870494957525754,21.46543567581876,21.465439556631356,33.18810267043911
K1_0.04_0.08,27.085335855205102,8.916433577193155,24.00076744874862,24.000805141621527,35.791892275534224
K2_0.01_0.05,31.288577244780488,8.953043779056696,30.839598009256424,30.840087482849626,34.956714601639504
K2_0.03_0.01,28.1202499741222,-0.6741606258174709,21.266433853418924,22.358372545190317,35.613615912018645
K2_0.04_1,26.469573271192672,-3.197936306155897,15.40577878048773,15.405778611776,28.912579735873884
K3_0.01_0.32,30.65017496570561,9.087079519491233,21.301495531413643,21.30149467890808,31.105167711744848
K3_0.03_0.08,27.812421863961344,-0.6017446886750593,27.390444475161186,27.390479427869508,32.607911342911976
K3_0.05_0.05,24.86141707789205,-5.041659188623288,24.332596146000576,24.336015713019997,32.99631504570202
